"parameter","mean","se_mean","sd","2.5%","50%","97.5%","n_eff","Rhat"
"C[1]",7.79959066811064,0.0118360266149072,0.699390334477221,6.74550736482452,7.69148915235356,9.37627397170614,3491.6233253083,1.00058629048331
"C[2]",7.28214465914228,0.0149633661921464,0.88607652864066,5.88809198883515,7.20191812873482,9.2238501518991,3506.5808485397,1.00070179408895
"C[3]",8.42261390372298,0.0123641617053632,0.98891895468311,6.86653783801721,8.29350363955419,10.7133253486133,6397.23124164268,1.00019925479727
"C[4]",8.26326704038712,0.0100166564965956,0.690913926173734,7.2381024725967,8.14606158014692,9.89768719112805,4757.75781855659,1.00004677036298
"C[5]",8.55258254810286,0.012428360291682,0.982781325365356,7.00801318499248,8.40667540941997,10.7699092727512,6252.96678157236,1.00009290057488
"C[6]",8.40635839144649,0.0136388532127997,1.03496927156943,6.75473210115354,8.27863216648088,10.6666344165107,5758.36514702784,0.999966807911563
"C[7]",7.56782568280989,0.01342892513418,1.05867601904363,5.86489187934401,7.45613852707164,9.91730016684635,6215.03596195285,1.00020409241352
"C[8]",8.84095434396884,0.0110975383136646,0.632145349617703,7.91501321146381,8.73267790492058,10.354234061072,3244.74512518145,1.0001169897432
"C[9]",7.64868474485193,0.0121236954649167,0.73294013356679,6.55819431374601,7.53435195576747,9.31690812693333,3654.82821009635,0.999923100462595
"C[10]",6.37915829151766,0.0174261647068628,1.18893149083731,4.12538749727547,6.36131483881383,8.75456552275583,4654.89652495058,1.00011240119757
"C[11]",7.48112748357858,0.0130222950241687,0.800351412073097,6.26380518660535,7.3681289885118,9.29892970369478,3777.34254841557,1.00027602315927
"C[12]",8.09500838563636,0.0161754427344239,0.949396828225426,6.49285326580879,8.05088280897034,10.0982521897398,3444.95219771753,1.0003512363882
"C[13]",7.32800115528768,0.0154684052425125,0.985136033870277,5.67575021450121,7.26030820488866,9.4363261848534,4056.03157433954,1.00059237024333
"C[14]",7.50432548879674,0.0156404189967384,0.955337048187499,5.89653595176547,7.44356865477279,9.49389641480467,3730.92461078146,1.00033348119653
"C[15]",7.84422244798028,0.0115920733206733,0.676333334237565,6.8541631281496,7.72509958307945,9.42714784956879,3404.07677835689,1.00258849496909
"C[16]",7.73719948336723,0.0108305256318772,0.661038050492937,6.75867151007172,7.61740598275332,9.27974895376069,3725.23649431587,1.00209104847988
"C[17]",8.30310052730092,0.0115527868015169,0.677332630703667,7.31411226470841,8.1808237786251,9.9100605799539,3437.40321727572,1.00065152919182
"C[18]",6.15561597457888,0.01175020793492,0.608588294317253,5.27243359469644,6.05080093572228,7.5796916015827,2682.60102064587,1.00072544663824
"C[19]",6.9225436449625,0.0183281801958449,1.54378371731349,3.85005419383606,6.91492685944753,9.9100793060048,7094.70300509129,1.00020240547374
"C[20]",6.62635621635584,0.0165876740133761,1.21147194744583,4.26200450944095,6.61724314229675,9.02753961936568,5334.03352063513,1.00006681740724
"C[21]",7.34180987986053,0.0161915516775998,1.48188470736895,4.44364338361406,7.34845807673818,10.2149352749103,8376.29360791067,0.999973386083278
"C[22]",7.43642383189341,0.0185611737918424,1.56728633226676,4.35835152041556,7.44832234662967,10.4439850919343,7129.93906592365,0.999862427925579
"C[23]",7.4937723049442,0.0162240091268839,1.50417771677545,4.52417832934893,7.529779735019,10.3947199364705,8595.71361071197,0.999764609437824
"C[24]",7.08696792944814,0.0175537788109353,1.48166392808986,4.18382015249786,7.08577586432334,10.0013561089278,7124.56203692541,1.00007943072608
"C[25]",7.2443700295647,0.0181686884162376,1.42167468537731,4.63044668310273,7.20071682510931,10.1105467568576,6122.84558093833,1.00047886930867
"C[26]",7.95154451306788,0.0168898570254671,1.521031608721,4.96156948258447,7.97350343816632,10.9093177794922,8110.06868038224,1.00005392184069
"C[27]",7.86765226038419,0.0157127740692521,1.28498578833537,5.40293230619647,7.86939922393146,10.424720194485,6687.91765394167,1.00016669931905
"C[28]",7.00731310650669,0.0169297375655555,1.50810860247128,4.06155375183477,6.9774358751853,10.010773840074,7935.32616967354,1.00035007049849
"sigma_bio[1]",0.805106455033521,0.000990403228629454,0.0507614158497867,0.712126433598657,0.803094278066461,0.911847734110751,2626.89890326159,1.00177903247325
"sigma_tech",0.0892351591650316,0.000326967738517728,0.0164111136579378,0.0561827550958331,0.0895351631895382,0.120436803642139,2519.22118361892,1.00079639160037
